-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 01/01/2012 through 12/31/2022 
Location: Latitude  45.509   Longitude -73.5526 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 37.97 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
T2M             MERRA-2 Temperature at 2 Meters (C) 
TS              MERRA-2 Earth Skin Temperature (C) 
T2M_MAX         MERRA-2 Temperature at 2 Meters Maximum (C) 
RH2M            MERRA-2 Relative Humidity at 2 Meters (%) 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/day) 
PS              MERRA-2 Surface Pressure (kPa) 
WS10M           MERRA-2 Wind Speed at 10 Meters (m/s) 
-END HEADER-
YEAR,MO,DY,T2M,TS,T2M_MAX,RH2M,PRECTOTCORR,PS,WS10M
2014,9,11,18.01,18.37,25.94,74.0,5.52,100.21,8.07
2014,9,12,11.88,13.73,17.46,62.06,0.13,101.8,2.37
2014,9,13,10.66,11.74,13.98,84.31,12.74,101.66,5.32
2014,9,14,9.89,11.69,15.07,72.69,0.41,101.96,3.41
2014,9,15,11.91,12.73,18.24,74.38,0.62,101.53,3.45
2014,9,16,13.82,14.36,18.4,76.06,1.1,100.93,3.85
2014,9,17,13.41,14.08,18.3,74.31,1.63,100.87,4.26
2014,9,18,8.81,10.64,14.01,68.06,0.79,101.46,3.55
2014,9,19,7.44,9.05,13.39,63.94,1.03,102.21,3.0
2014,9,20,16.05,15.72,22.53,74.56,0.94,100.95,6.16
2014,9,21,19.48,18.84,25.68,81.75,3.55,99.81,4.4
2014,9,22,11.29,12.11,15.51,74.38,0.74,100.4,7.49
2014,9,23,12.24,12.32,17.86,79.5,0.7,101.89,4.0
2014,9,24,14.78,14.65,22.14,73.31,0.49,102.84,2.4
2014,9,25,15.98,16.13,23.54,73.88,0.25,102.34,2.05
2014,9,26,17.91,17.98,25.66,74.56,0.37,101.84,2.87
2014,9,27,19.44,19.67,27.11,79.5,0.32,101.73,2.74
2014,9,28,18.8,18.86,25.3,75.56,0.08,101.28,4.09
2014,9,29,14.8,15.87,19.72,81.88,0.3,101.08,5.23
2014,9,30,13.22,14.56,18.32,84.81,0.15,101.17,4.36
2014,10,1,13.88,14.76,19.14,85.19,0.1,101.59,4.37
2014,10,2,14.18,15.02,20.84,81.69,0.05,101.61,3.31
2014,10,3,16.05,16.14,22.72,71.75,0.12,100.81,4.57
2014,10,4,13.88,14.05,16.3,87.94,19.51,99.7,5.23
2014,10,5,10.33,11.17,13.94,75.0,1.36,100.21,4.83
2014,10,6,11.85,12.12,17.48,73.38,0.78,100.85,4.52
2014,10,7,14.76,14.34,19.68,78.19,6.13,100.62,5.35
2014,10,8,13.77,13.7,17.44,77.81,14.34,99.81,7.53
2014,10,9,8.69,9.08,11.22,71.0,1.18,100.49,6.99
2014,10,10,7.87,8.24,12.88,77.31,0.33,101.16,5.02
2014,10,11,7.98,7.84,12.0,80.31,0.38,101.52,1.88
2014,10,12,7.64,7.79,13.93,71.0,0.26,101.92,2.46
2014,10,13,10.44,10.58,18.01,81.56,1.64,101.67,2.77
2014,10,14,17.35,16.71,25.19,83.06,0.06,101.07,4.0
2014,10,15,18.72,17.81,23.75,90.0,2.98,100.82,3.35
2014,10,16,18.38,17.73,20.62,96.12,8.81,100.1,4.11
2014,10,17,15.23,15.0,18.48,85.06,1.49,99.51,4.8
2014,10,18,12.55,12.68,16.79,83.12,2.42,99.52,4.97
2014,10,19,4.58,5.67,8.05,70.81,1.32,100.8,4.72
2014,10,20,5.3,6.21,9.98,70.81,0.41,100.98,2.17
2014,10,21,5.83,6.39,7.19,85.56,3.52,101.28,6.12
2014,10,22,7.51,7.52,11.84,81.94,2.25,101.92,7.13
2014,10,23,7.43,7.4,9.65,85.31,6.25,101.26,7.52
2014,10,24,7.38,6.98,9.73,87.81,1.83,100.64,2.91
2014,10,25,8.81,8.63,15.59,89.94,5.61,99.71,4.34
2014,10,26,7.72,7.6,10.77,85.5,0.8,99.53,5.37
2014,10,27,7.34,7.22,12.68,82.62,0.67,100.77,4.4
2014,10,28,10.37,10.04,14.39,85.94,5.2,100.64,4.29
2014,10,29,10.59,9.82,13.43,89.56,1.02,100.34,4.61
2014,10,30,5.33,5.89,9.05,83.0,1.72,100.98,3.55
2014,10,31,3.58,4.3,7.37,75.0,0.07,101.39,2.87
2014,11,1,2.37,2.86,4.25,85.75,0.42,101.48,6.02
2014,11,2,1.2,1.56,6.74,71.81,0.06,101.27,5.83
2014,11,3,1.48,1.11,7.67,80.88,0.61,101.11,4.91
2014,11,4,6.11,4.84,10.48,91.5,3.12,100.93,2.66
2014,11,5,9.05,8.23,11.72,80.12,2.95,100.84,6.8
2014,11,6,4.05,3.8,7.24,90.0,1.91,100.88,2.59
2014,11,7,1.37,1.47,3.63,81.81,1.98,100.29,5.26
2014,11,8,-0.99,-0.77,2.35,82.44,0.23,100.63,3.62
2014,11,9,2.43,1.89,4.23,81.56,0.87,100.55,4.79
2014,11,10,4.6,4.06,7.49,81.38,0.14,101.27,3.41
2014,11,11,5.4,5.36,13.06,90.06,0.03,100.86,3.05
2014,11,12,6.23,5.69,10.03,77.56,4.22,100.66,6.41
2014,11,13,1.03,1.01,3.94,76.44,0.12,101.11,5.16
2014,11,14,-1.64,-1.29,0.67,80.38,0.12,101.09,4.09
2014,11,15,-2.23,-1.76,1.72,75.38,0.01,101.81,4.59
2014,11,16,-0.16,-0.38,2.63,84.69,0.91,101.56,3.96
2014,11,17,-0.4,-0.67,0.84,95.69,10.36,100.14,3.41
2014,11,18,-3.47,-3.47,-0.6,77.69,1.34,99.6,9.96
2014,11,19,-4.86,-5.24,-1.31,75.88,0.21,100.88,5.89
2014,11,20,-3.5,-4.21,-0.49,78.75,0.98,100.25,6.79
2014,11,21,-7.76,-8.6,-4.71,80.62,1.28,101.64,5.31
2014,11,22,-3.5,-4.5,1.4,87.31,1.03,101.27,6.05
2014,11,23,1.97,0.95,4.77,97.88,1.13,101.04,3.39
2014,11,24,8.22,6.37,14.22,90.94,13.51,99.35,7.68
2014,11,25,5.02,3.87,7.15,70.06,1.37,100.43,9.27
2014,11,26,-1.39,-1.37,0.31,84.56,0.86,101.7,3.68
2014,11,27,-2.04,-1.56,-0.15,71.94,0.57,101.26,2.1
2014,11,28,-3.61,-3.08,-2.27,70.88,0.83,101.51,3.54
2014,11,29,-5.24,-6.2,-1.22,81.31,0.1,101.72,2.73
2014,11,30,2.58,1.41,5.51,91.94,1.72,100.56,4.7
2014,12,1,-0.86,-1.15,3.62,75.94,0.82,101.75,5.29
2014,12,2,-9.96,-9.8,-4.2,70.25,2.09,103.33,4.22
2014,12,3,0.55,-0.15,3.32,92.0,5.99,100.89,5.8
2014,12,4,-6.88,-8.17,-1.06,74.75,0.37,102.33,5.26
2014,12,5,-8.42,-9.42,-2.99,87.0,0.9,102.92,3.2
2014,12,6,-2.17,-3.17,0.48,95.0,1.9,102.15,2.44
2014,12,7,-12.17,-14.13,-8.88,82.19,0.08,103.57,3.02
2014,12,8,-10.18,-10.99,-5.24,76.88,1.48,103.28,3.85
2014,12,9,-3.18,-3.46,-0.38,90.81,6.83,101.97,4.38
2014,12,10,-0.52,-0.95,0.12,93.94,18.64,100.52,9.83
2014,12,11,-0.55,-0.88,0.3,96.5,7.82,99.78,4.98
2014,12,12,-5.25,-5.56,-3.42,96.06,2.94,100.75,4.9
2014,12,13,-9.13,-9.77,-4.2,96.5,0.52,100.85,4.55
2014,12,14,-8.09,-9.25,-3.06,95.38,0.78,100.84,2.6
2014,12,15,-5.63,-7.27,-1.53,88.75,0.34,101.45,1.87
2014,12,16,-3.02,-3.67,0.44,95.88,0.51,101.14,3.27
2014,12,17,0.15,-0.34,0.87,97.69,2.66,100.44,1.76
2014,12,18,-3.69,-4.31,-1.5,94.56,2.91,100.64,4.05
2014,12,19,-13.15,-15.17,-7.17,97.0,0.29,101.47,3.3
2014,12,20,-17.03,-19.88,-12.79,96.69,1.34,102.29,2.88
2014,12,21,-13.22,-14.22,-9.73,97.88,0.26,102.47,2.37
2014,12,22,-11.2,-11.57,-7.8,98.62,0.66,102.41,3.86
2014,12,23,-2.05,-2.73,0.84,97.19,3.55,101.74,3.66
2014,12,24,0.83,0.06,1.12,96.56,19.54,100.31,3.38
2014,12,25,2.56,0.74,4.34,83.81,2.28,99.41,10.66
2014,12,26,1.16,0.37,3.49,90.94,0.08,101.24,6.3
2014,12,27,1.85,1.08,5.15,94.44,0.69,101.25,3.44
2014,12,28,2.02,1.1,6.32,82.94,1.34,100.52,6.48
2014,12,29,-6.79,-5.85,-2.06,69.69,0.01,101.78,5.55
2014,12,30,-15.24,-15.92,-11.39,80.12,0.01,102.46,2.98
2014,12,31,-11.41,-11.99,-7.44,79.12,0.07,101.64,4.14
2015,1,1,-5.45,-6.21,-3.21,82.06,1.09,100.37,7.44
2015,1,2,-8.68,-9.13,-3.71,75.5,0.19,101.6,6.02
2015,1,3,-13.97,-14.34,-5.72,90.62,9.35,102.76,4.34
2015,1,4,-1.08,-1.86,2.08,97.75,20.71,99.88,5.45
2015,1,5,-15.34,-15.51,-7.23,81.38,0.75,101.33,9.65
2015,1,6,-14.52,-15.68,-9.85,89.31,0.36,101.52,2.62
2015,1,7,-16.93,-17.01,-10.38,85.44,1.23,100.99,5.91
2015,1,8,-19.92,-20.8,-9.07,91.0,0.85,101.51,4.16
2015,1,9,-9.34,-9.96,-5.63,89.56,2.23,100.45,5.98
2015,1,10,-12.4,-13.22,-8.99,85.81,0.11,101.86,5.77
2015,1,11,-9.09,-9.96,-5.5,88.38,0.06,102.43,4.71
2015,1,12,-7.13,-7.95,-1.05,91.38,2.69,101.98,4.25
2015,1,13,-22.81,-24.34,-16.85,84.12,0.06,103.61,3.06
2015,1,14,-20.25,-22.89,-14.72,94.94,0.21,102.59,2.38
2015,1,15,-14.58,-15.16,-8.2,92.94,0.5,101.23,2.38
2015,1,16,-12.49,-12.89,-3.87,83.56,1.34,100.72,7.95
2015,1,17,-21.52,-21.74,-13.9,83.81,0.38,102.05,3.73
2015,1,18,-4.08,-5.45,0.5,94.25,4.01,100.38,2.95
2015,1,19,-5.89,-6.28,-0.59,93.88,3.09,100.05,6.69
2015,1,20,-19.7,-20.31,-16.92,92.5,0.07,100.98,7.16
2015,1,21,-20.41,-22.21,-13.75,88.94,0.03,101.93,2.4
2015,1,22,-16.98,-17.09,-12.06,96.88,0.44,102.08,3.87
2015,1,23,-7.68,-8.45,-1.75,92.38,0.5,101.25,6.14
2015,1,24,-4.76,-5.31,-1.21,95.06,0.55,99.48,4.34
2015,1,25,-15.67,-16.56,-6.47,88.25,0.25,100.43,6.29
2015,1,26,-21.52,-22.74,-15.28,93.62,0.0,101.83,4.66
2015,1,27,-16.16,-16.34,-12.42,89.31,0.01,101.44,7.71
2015,1,28,-16.02,-16.6,-9.08,89.25,0.02,101.73,3.57
2015,1,29,-11.32,-12.63,-2.98,89.06,2.24,101.45,3.66
2015,1,30,-9.65,-10.2,-4.41,90.44,3.09,100.93,5.09
2015,1,31,-22.29,-23.08,-16.99,92.38,0.03,101.75,5.3
2015,2,1,-20.07,-20.63,-16.15,87.31,0.05,101.93,3.8
2015,2,2,-22.88,-22.94,-18.6,90.69,3.43,101.11,6.91
2015,2,3,-19.95,-21.11,-9.04,90.44,0.68,101.47,3.93
2015,2,4,-7.45,-7.95,-3.91,96.5,3.64,101.06,3.62
2015,2,5,-17.45,-18.24,-8.95,83.56,3.1,101.69,4.65
2015,2,6,-17.88,-20.19,-10.42,95.56,7.99,101.2,3.06
2015,2,7,-16.13,-16.61,-12.5,84.94,0.95,101.46,3.49
2015,2,8,-17.41,-17.26,-14.52,92.81,5.59,101.71,8.56
2015,2,9,-15.63,-15.7,-11.15,94.62,1.15,101.95,7.16
2015,2,10,-14.82,-15.98,-6.82,90.62,6.03,101.98,3.09
2015,2,11,-18.14,-18.44,-12.99,91.19,6.7,101.52,4.59
2015,2,12,-12.22,-12.35,-8.38,91.75,5.76,100.48,4.07
2015,2,13,-24.39,-25.23,-18.55,89.31,0.85,101.48,5.95
2015,2,14,-18.34,-18.55,-12.04,95.25,1.34,100.47,5.98
2015,2,15,-21.45,-21.82,-15.53,85.5,0.09,101.12,7.0
2015,2,16,-24.4,-25.3,-16.4,91.25,0.0,101.53,6.56
2015,2,17,-21.77,-23.79,-14.42,85.94,0.04,101.15,2.35
2015,2,18,-15.17,-18.19,-8.35,93.31,0.25,100.67,3.12
2015,2,19,-14.03,-14.04,-9.81,94.12,3.56,100.08,8.15
2015,2,20,-18.67,-18.85,-15.13,91.25,0.91,101.29,8.83
2015,2,21,-14.25,-14.45,-8.07,95.0,2.82,101.85,3.79
2015,2,22,-8.3,-8.63,-3.89,93.12,0.91,101.57,3.77
2015,2,23,-20.35,-20.68,-8.39,87.0,0.11,102.22,7.2
2015,2,24,-17.6,-18.21,-9.44,92.44,0.07,101.1,4.71
2015,2,25,-11.48,-12.24,-5.31,90.81,0.38,100.34,6.16
2015,2,26,-19.76,-21.11,-12.13,82.19,0.24,101.7,2.5
2015,2,27,-19.05,-20.18,-12.21,91.5,0.07,102.44,4.5
2015,2,28,-14.21,-14.51,-7.24,94.12,0.02,103.35,5.48
2015,3,1,-10.13,-10.21,-3.64,91.5,0.12,102.46,3.31
2015,3,2,-8.45,-9.2,-4.1,90.38,0.86,101.37,6.55
2015,3,3,-11.73,-13.49,-4.03,88.94,1.58,101.47,3.84
2015,3,4,-3.89,-4.39,0.1,90.12,0.26,100.14,7.55
2015,3,5,-13.41,-13.43,-7.53,85.38,0.05,101.84,4.42
2015,3,6,-16.97,-19.1,-8.49,92.5,0.03,102.35,4.84
2015,3,7,-7.79,-8.31,-3.2,93.69,0.24,101.19,4.91
2015,3,8,-6.39,-6.75,-0.52,93.56,0.28,101.04,4.77
2015,3,9,-2.67,-2.95,0.7,90.31,0.6,101.24,5.9
2015,3,10,-0.5,-2.31,2.43,91.62,0.1,101.26,4.2
2015,3,11,0.73,-0.32,1.39,92.5,0.33,100.66,6.72
2015,3,12,-8.17,-7.75,-0.21,81.56,0.06,102.72,7.07
2015,3,13,-9.64,-9.08,-3.22,88.12,0.5,102.85,2.53
2015,3,14,-2.52,-2.26,0.73,95.25,6.85,100.98,5.55
2015,3,15,-3.64,-4.13,-0.38,91.81,3.59,100.63,6.01
2015,3,16,-5.05,-6.36,1.12,89.0,0.33,100.71,1.86
2015,3,17,-3.52,-3.45,0.55,89.5,2.35,100.07,6.87
2015,3,18,-11.99,-12.15,-8.28,87.12,0.07,101.33,6.38
2015,3,19,-11.66,-13.53,-4.49,83.88,0.6,102.17,4.27
2015,3,20,-4.52,-7.04,1.38,78.75,0.29,101.75,3.07
2015,3,21,-3.38,-3.42,0.95,93.62,5.27,100.65,5.51
2015,3,22,-15.1,-15.35,-11.39,84.06,0.23,101.55,6.4
2015,3,23,-14.91,-15.13,-9.57,89.06,0.27,102.04,5.7
2015,3,24,-9.27,-10.99,-2.1,86.25,0.1,102.39,2.52
2015,3,25,-0.91,-3.56,4.62,82.88,1.44,101.62,4.15
2015,3,26,2.98,2.3,5.32,91.62,1.5,100.37,5.38
2015,3,27,-1.8,-0.74,0.2,80.5,2.22,100.55,4.8
2015,3,28,-7.05,-4.56,-2.99,75.88,0.62,101.34,5.45
2015,3,29,-3.57,-2.48,3.3,77.5,0.73,101.44,3.84
2015,3,30,1.64,1.22,4.96,81.75,2.78,99.82,7.47
2015,3,31,-3.32,-1.36,1.15,72.06,0.3,100.57,5.7
2015,4,1,-4.29,-2.54,0.98,72.62,0.08,101.44,3.8
2015,4,2,3.18,2.48,12.54,83.44,3.03,100.67,4.24
2015,4,3,6.42,6.21,13.8,83.31,2.93,100.16,5.2
2015,4,4,-1.85,-0.7,2.47,78.0,7.5,100.68,6.47
2015,4,5,-3.44,-2.07,-1.85,72.06,0.12,101.53,5.68
2015,4,6,-1.45,-1.1,3.09,79.38,1.27,102.08,2.12
2015,4,7,-0.13,0.68,4.42,73.94,0.17,102.47,3.88
2015,4,8,0.56,0.96,3.92,78.38,2.37,102.55,4.98
2015,4,9,2.51,2.73,6.51,83.12,4.17,101.9,5.77
2015,4,10,7.48,6.79,12.86,84.5,12.32,99.82,7.93
2015,4,11,4.8,4.83,9.01,74.31,0.16,100.6,8.58
2015,4,12,6.85,6.65,15.12,75.69,0.15,101.67,5.84
2015,4,13,11.94,11.15,20.65,75.94,3.96,101.18,5.76
2015,4,14,8.98,8.66,14.75,73.19,0.27,101.31,7.15
2015,4,15,6.01,6.89,11.83,70.44,0.0,102.08,4.35
2015,4,16,8.23,8.53,16.45,66.44,0.04,102.11,2.5
2015,4,17,12.05,11.93,18.46,78.19,0.14,100.76,5.7
2015,4,18,5.77,7.22,10.48,84.06,0.22,101.17,3.66
2015,4,19,5.06,6.98,11.08,74.0,0.47,102.01,3.27
2015,4,20,6.44,6.84,11.23,84.62,10.45,100.68,8.01
2015,4,21,8.45,8.51,12.36,82.25,15.22,99.67,6.26
2015,4,22,6.39,6.51,12.26,83.38,2.67,99.77,4.21
2015,4,23,2.95,3.94,5.55,84.38,1.72,99.73,6.95
2015,4,24,1.81,2.95,4.54,78.62,0.91,100.46,6.52
2015,4,25,4.28,5.23,9.85,80.62,0.09,100.4,4.91
2015,4,26,5.17,5.93,10.66,85.25,0.08,100.18,3.27
2015,4,27,7.62,7.84,12.56,87.06,0.8,100.32,4.31
2015,4,28,10.2,10.36,16.56,79.62,0.23,100.6,3.96
2015,4,29,10.18,10.69,15.52,79.75,0.01,100.38,4.21
2015,4,30,9.62,10.53,15.62,81.75,0.03,100.82,4.25
2015,5,1,11.69,12.02,16.71,79.19,0.19,101.04,2.17
2015,5,2,14.73,14.35,20.54,72.19,0.0,100.86,3.07
2015,5,3,15.76,15.78,22.55,74.38,0.01,101.06,3.48
2015,5,4,17.69,17.22,25.33,70.94,1.94,101.03,6.37
2015,5,5,12.87,13.9,18.44,72.19,0.12,101.85,3.83
2015,5,6,14.37,14.35,21.8,71.69,0.1,101.86,3.98
2015,5,7,16.91,16.9,25.12,72.06,0.65,101.46,3.66
2015,5,8,19.3,19.75,27.53,74.38,0.0,101.29,2.45
2015,5,9,20.22,20.23,26.83,85.75,6.9,101.31,3.0
2015,5,10,18.93,19.33,23.52,86.56,2.65,101.35,4.52
2015,5,11,11.29,12.87,13.26,90.5,11.91,101.34,5.81
2015,5,12,16.28,16.69,22.55,81.0,5.18,100.03,7.88
2015,5,13,10.73,12.43,16.08,69.25,0.73,101.42,5.12
2015,5,14,10.87,12.29,17.45,67.12,0.05,102.23,3.51
2015,5,15,13.3,13.9,20.24,66.69,0.15,101.8,3.21
2015,5,16,15.62,15.94,20.44,88.19,0.2,101.29,2.32
2015,5,17,16.93,18.04,22.7,73.94,0.02,101.62,2.4
2015,5,18,19.44,19.7,26.7,85.31,12.18,101.07,3.66
2015,5,19,20.21,20.39,25.75,78.94,1.12,100.23,6.55
2015,5,20,10.23,12.01,14.87,64.44,0.16,100.61,6.84
2015,5,21,12.76,13.81,18.35,66.38,0.0,100.5,5.62
2015,5,22,8.28,9.96,12.86,71.12,0.61,100.99,4.96
2015,5,23,8.08,9.68,13.92,63.25,0.07,101.91,5.75
2015,5,24,15.38,15.23,22.94,67.94,0.05,101.38,6.35
2015,5,25,15.67,15.56,18.05,89.06,18.53,101.33,4.09
2015,5,26,21.76,21.34,26.33,83.06,0.26,101.0,6.25
2015,5,27,22.33,21.81,26.72,83.56,0.6,100.9,5.21
2015,5,28,19.49,19.67,23.3,82.81,2.97,101.36,4.77
2015,5,29,19.07,20.01,24.6,75.88,1.02,101.84,1.88
2015,5,30,22.35,22.23,27.64,82.38,6.44,100.79,6.47
2015,5,31,10.56,12.31,12.61,68.62,3.84,101.99,4.77
2015,6,1,11.95,13.35,15.92,80.38,3.76,102.08,4.62
2015,6,2,10.19,11.98,13.3,81.88,3.4,101.9,3.79
2015,6,3,11.59,13.4,17.34,76.12,0.2,102.01,2.18
2015,6,4,16.33,17.18,23.1,73.31,0.06,101.68,2.54
2015,6,5,18.02,18.53,23.3,85.44,7.57,101.01,3.94
2015,6,6,13.84,15.08,19.11,64.06,0.36,101.48,4.01
2015,6,7,15.26,15.64,19.55,68.94,0.42,101.23,3.68
2015,6,8,18.55,18.55,23.51,91.19,21.9,99.84,5.55
2015,6,9,18.06,18.58,22.48,90.44,7.85,99.8,2.89
2015,6,10,18.98,19.56,23.52,82.31,10.64,100.06,4.0
2015,6,11,19.23,19.65,22.5,81.0,0.58,100.3,7.02
2015,6,12,17.6,18.23,21.37,87.06,13.3,100.76,4.12
2015,6,13,18.58,19.01,24.94,78.69,1.27,100.98,4.04
2015,6,14,17.12,18.05,21.64,73.88,0.14,101.37,3.61
2015,6,15,18.05,19.01,22.33,86.75,0.52,100.83,3.23
2015,6,16,19.81,20.08,25.67,86.94,19.3,100.6,3.59
2015,6,17,16.8,18.08,22.01,66.38,1.59,101.58,1.88
2015,6,18,19.98,20.58,25.89,77.31,2.97,100.76,3.16
2015,6,19,15.68,17.14,19.83,67.38,2.3,101.19,3.75
2015,6,20,18.24,19.03,23.74,71.5,0.08,101.1,2.23
2015,6,21,20.45,21.29,24.23,86.69,14.49,100.16,2.92
2015,6,22,20.23,20.9,24.26,76.5,2.15,100.7,3.48
2015,6,23,21.13,21.34,27.51,83.69,13.21,99.87,6.21
2015,6,24,17.48,18.57,22.36,74.31,0.85,100.97,4.7
2015,6,25,16.12,17.09,21.28,70.31,0.25,101.19,3.24
2015,6,26,17.5,18.39,22.92,73.06,0.94,101.29,2.7
2015,6,27,17.83,18.5,22.61,77.25,0.66,101.44,2.75
2015,6,28,14.87,15.76,17.16,86.81,13.76,100.72,5.32
2015,6,29,15.64,17.08,19.74,82.56,1.18,100.52,3.06
2015,6,30,18.36,18.94,23.84,83.12,4.55,100.78,3.24
2015,7,1,18.61,18.75,21.08,92.5,15.24,100.0,5.15
2015,7,2,16.62,17.26,21.73,74.12,2.75,100.59,6.05
2015,7,3,17.78,18.14,23.01,72.69,0.15,100.9,3.91
2015,7,4,19.44,19.7,24.35,72.06,0.63,100.87,1.84
2015,7,5,20.57,20.75,25.23,78.94,1.33,101.23,3.2
2015,7,6,21.9,22.1,26.75,77.88,0.16,101.36,2.61
2015,7,7,24.47,24.38,28.69,82.31,2.82,100.63,4.48
2015,7,8,19.69,20.64,23.62,70.25,2.94,101.03,3.81
2015,7,9,18.98,19.73,22.92,75.81,0.31,100.91,2.01
2015,7,10,20.85,21.27,26.59,74.56,0.22,100.91,3.45
2015,7,11,22.44,22.7,27.58,76.81,1.41,101.08,4.77
2015,7,12,23.76,24.35,28.81,77.0,1.34,100.91,3.41
2015,7,13,24.25,24.66,29.28,79.19,0.72,100.53,2.52
2015,7,14,24.19,24.65,29.15,76.12,1.7,99.7,4.23
2015,7,15,16.6,18.79,22.42,66.56,1.53,100.67,4.8
2015,7,16,18.17,19.49,23.5,58.69,0.11,101.39,1.77
2015,7,17,19.91,20.64,25.26,65.81,2.77,101.08,3.47
2015,7,18,22.83,23.3,27.76,80.19,3.97,100.42,3.6
2015,7,19,24.19,24.62,29.36,85.75,24.68,100.08,3.38
2015,7,20,23.12,23.73,27.04,75.56,0.83,99.85,4.85
2015,7,21,21.3,21.8,25.26,80.94,12.69,99.64,4.26
2015,7,22,18.94,20.06,23.38,74.62,0.82,100.15,3.91
2015,7,23,19.13,20.05,24.09,73.81,1.33,100.61,4.3
2015,7,24,18.92,19.55,22.69,78.31,3.69,100.85,2.01
2015,7,25,20.77,21.76,26.19,78.0,0.93,100.88,3.07
2015,7,26,23.15,23.73,27.92,76.56,5.42,100.72,3.11
2015,7,27,23.8,24.14,29.61,76.62,8.54,100.91,3.2
2015,7,28,25.37,25.59,31.2,74.06,1.18,100.88,2.16
2015,7,29,25.9,26.23,32.73,72.06,0.26,100.67,2.57
2015,7,30,24.89,25.13,28.19,76.31,4.55,100.12,4.33
2015,7,31,22.3,23.12,26.85,67.69,1.71,100.12,5.34
2015,8,1,20.51,21.51,24.73,74.06,1.64,100.17,3.96
2015,8,2,21.67,22.44,26.98,70.94,0.65,100.32,4.48
2015,8,3,22.18,22.52,25.9,72.12,1.22,99.94,5.57
2015,8,4,21.1,21.84,25.45,65.31,2.17,100.36,4.66
2015,8,5,19.09,20.01,23.78,76.94,7.3,100.53,4.63
2015,8,6,18.49,19.61,23.47,73.44,0.1,100.79,4.81
2015,8,7,18.36,20.08,24.21,69.0,0.36,101.08,2.02
2015,8,8,18.65,19.73,22.87,72.56,0.37,101.32,2.3
2015,8,9,20.65,21.6,25.83,73.56,1.6,101.28,2.52
2015,8,10,22.27,23.38,28.19,72.62,6.68,100.83,1.77
2015,8,11,19.87,20.33,22.88,91.5,35.77,100.19,3.61
2015,8,12,18.91,19.65,23.38,84.44,6.54,100.47,4.05
2015,8,13,19.19,20.08,23.45,77.0,0.24,101.03,3.87
2015,8,14,21.26,21.55,26.54,82.56,3.84,101.11,3.59
2015,8,15,22.77,22.98,26.72,81.62,1.36,101.32,1.71
2015,8,16,23.98,24.29,29.38,77.88,0.91,101.24,3.12
2015,8,17,25.43,25.65,30.74,75.0,0.05,100.99,3.98
2015,8,18,26.05,26.46,30.71,74.19,1.81,100.94,2.28
2015,8,19,26.39,26.87,32.0,72.75,0.39,100.9,3.1
2015,8,20,26.48,26.77,30.97,68.0,2.51,100.74,6.1
2015,8,21,22.32,23.41,26.23,73.56,6.9,101.09,4.23
2015,8,22,21.08,22.29,25.94,70.56,2.41,101.53,1.91
2015,8,23,21.87,22.9,26.94,71.0,1.11,101.2,2.79
2015,8,24,23.61,24.33,29.95,74.88,1.68,100.48,3.87
2015,8,25,20.51,21.62,25.44,72.5,1.09,100.64,2.34
2015,8,26,19.39,20.83,24.33,71.62,0.07,100.86,3.25
2015,8,27,18.8,19.95,23.98,74.81,1.57,101.1,3.9
2015,8,28,18.46,19.65,24.69,71.38,0.17,101.54,3.02
2015,8,29,19.16,19.9,24.66,76.56,1.14,101.42,3.38
2015,8,30,21.04,21.67,26.87,73.81,0.09,101.11,3.84
2015,8,31,21.76,22.15,27.1,75.69,0.61,100.8,5.0
2015,9,1,21.71,22.4,29.04,70.62,0.45,101.14,2.34
2015,9,2,23.06,23.63,28.92,75.88,0.42,100.84,3.68
2015,9,3,22.69,23.4,29.02,70.88,0.57,100.89,3.8
2015,9,4,18.83,20.04,25.92,71.31,0.78,101.71,4.15
2015,9,5,20.98,22.01,29.11,72.19,0.5,101.76,1.94
2015,9,6,24.46,25.12,31.33,71.88,0.11,101.3,3.1
2015,9,7,25.96,26.08,32.6,73.62,10.27,100.68,5.38
2015,9,8,24.48,25.49,29.86,72.69,1.27,100.81,2.25
2015,9,9,24.43,24.69,30.52,78.25,2.89,100.26,5.11
2015,9,10,20.09,21.19,25.04,63.56,0.43,100.78,2.23
2015,9,11,20.59,21.47,26.23,62.81,0.24,100.51,2.45
2015,9,12,17.16,18.2,19.17,88.44,9.82,100.55,4.34
2015,9,13,18.3,18.82,23.22,85.5,22.41,100.09,4.84
2015,9,14,16.55,16.78,20.98,82.12,10.86,100.63,4.74
2015,9,15,19.31,19.51,25.88,73.81,0.05,101.76,4.65
2015,9,16,21.33,21.34,28.9,75.69,0.27,101.88,2.92
2015,9,17,21.66,21.76,28.42,75.44,0.6,101.29,3.6
2015,9,18,21.91,22.1,28.67,72.81,0.16,100.85,3.21
2015,9,19,21.86,21.74,27.7,76.0,6.77,100.25,5.23
2015,9,20,14.55,15.57,19.65,62.38,0.6,101.38,4.02
2015,9,21,15.36,15.66,20.83,64.56,0.28,102.01,2.46
2015,9,22,16.89,17.08,23.67,62.94,0.27,101.98,2.3
